PF13479.2	27.00
PF13481.2	27.00
PF13500.2	27.00
PF13514.2	30.00
PF13521.2	27.00
PF13555.2	27.00
PF07726.7	21.10
PF13604.2	27.00
PF13614.2	27.00
PF13654.2	25.90
PF13671.2	27.00
PF13872.2	27.00
PF14516.2	27.00
PF07728.10	21.30
PF12774.3	21.30
PF12775.3	20.90
PF12780.3	23.00
PF12781.3	27.20
PF14363.2	26.40
PF16193.1	33.50
PF09821.5	21.40
PF08298.7	19.70
PF04611.8	116.40
PF03306.9	25.20
PF05282.7	23.60
PF08142.8	24.00
PF03417.12	23.20
PF07247.8	21.10
PF13339.2	25.40
PF00696.24	24.90
PF00324.17	21.70
PF13520.2	27.00
PF13906.2	27.00
PF08403.6	21.00
PF06684.7	25.00
PF01490.14	21.60
PF07336.7	23.40
PF12430.4	24.70
PF02496.12	28.10
PF14156.2	51.30
PF00950.13	19.80
PF03109.12	20.60
PF01061.20	26.90
PF12679.3	26.80
PF12698.3	31.60
PF12730.3	27.00
PF13346.2	23.80
PF06182.7	22.10
PF09818.5	19.30
PF09819.5	22.40
PF16962.1	30.90
PF00664.19	24.20
PF06472.11	21.20
PF13748.2	27.00
PF04392.8	23.90
PF00005.23	23.10
PF09822.5	29.90
PF03886.9	21.00
PF06541.7	20.90
PF14510.2	25.40
PF16949.1	25.80
PF16326.1	32.00
PF12848.3	21.50
PF12407.4	31.40
PF05270.9	21.30
PF03806.9	19.60
PF00561.16	25.00
PF02230.12	23.00
PF07859.9	21.50
PF08386.6	21.00
PF12695.3	27.00
PF12697.3	26.30
PF12715.3	20.70
PF06259.8	20.50
PF10081.5	27.60
PF15420.2	27.40
PF04083.12	21.50
PF02517.12	20.90
PF08843.7	20.60
PF09407.6	57.60
PF09952.5	20.10
PF11459.4	26.00
PF13338.2	27.00
PF10899.4	21.60
PF16873.1	26.80
PF14253.2	25.50
PF07751.7	21.40
PF14355.2	24.10
PF07815.10	21.00
PF16182.1	29.40
PF03992.12	23.10
PF09441.6	25.70
PF14250.2	25.10
PF16177.1	27.00
PF13000.3	102.80
PF00887.15	28.80
PF03255.10	21.30
PF08326.8	22.20
PF13822.2	25.90
PF16671.1	180.30
PF14733.2	25.40
PF06315.7	20.80
PF00871.13	22.10
PF09290.7	26.90
PF08882.7	21.00
PF02550.11	20.70
PF13336.2	23.10
PF00583.20	20.70
PF13673.2	27.00
PF13720.2	25.20
PF13880.2	21.60
PF03421.12	22.00
PF17013.1	35.10
PF00797.13	21.00
PF13302.2	25.40
PF13420.2	24.30
PF13444.2	22.40
PF13480.2	21.90
PF13508.2	27.00
PF13523.2	27.00
PF13527.2	25.00
PF14542.2	30.00
PF08674.6	25.80
PF15270.2	28.10
PF03767.10	27.00
PF12689.3	27.10
PF00330.16	25.00
PF06434.9	20.50
PF11791.4	21.70
PF00694.15	22.90
PF01756.15	21.40
PF06857.7	25.10
PF05777.8	32.30
PF06313.7	47.90
PF01648.16	21.10
PF08545.6	20.60
PF08541.6	20.60
PF10766.5	30.10
PF00873.15	28.00
PF01842.21	27.00
PF09192.6	24.60
PF05058.8	30.30
PF16102.1	27.00
PF00976.14	28.50
PF00022.15	20.90
PF14408.2	27.10
PF17003.1	39.50
PF11657.4	22.70
PF11498.4	23.30
PF01064.19	20.90
PF16840.1	27.50
PF10000.5	30.00
PF13291.2	27.00
PF13710.2	27.00
PF13740.2	23.00
PF13840.2	27.00
PF01643.13	20.30
PF00441.20	20.50
PF08028.7	22.00
PF12806.3	27.50
PF02770.15	33.30
PF02771.12	21.20
PF14749.2	25.00
PF12590.4	27.50
PF12186.4	19.90
PF12418.4	21.20
PF00708.14	22.50
PF01553.17	21.10
PF16076.1	26.60
PF02551.11	20.70
PF00698.17	24.60
PF02273.11	20.30
PF01757.18	31.00
PF16214.1	28.70
PF09793.5	23.80
PF10198.5	24.60
PF16698.1	26.60
PF08516.8	23.60
PF05986.10	20.90
PF10199.5	32.10
PF01602.16	37.00
PF00928.17	27.10
PF02805.12	20.90
PF06314.7	29.80
PF13382.2	27.00
PF03352.9	26.80
PF04008.10	26.60
PF02438.12	131.70
PF03052.11	35.90
PF02703.10	31.80
PF01691.12	41.70
PF01696.13	21.90
PF04623.8	34.80
PF06040.7	28.10
PF05248.8	26.10
PF03376.10	44.80
PF04834.8	26.90
PF03307.10	46.00
PF02440.11	26.00
PF02439.11	26.20
PF05385.7	39.30
PF04528.9	28.40
PF06931.7	25.20
PF04881.9	20.60
PF01065.15	19.10
PF03678.10	22.00
PF02456.11	20.10
PF00541.13	25.30
PF01686.13	86.20
PF03955.10	22.20
PF03910.9	22.10
PF01310.14	39.50
PF05829.8	42.70
PF00608.13	20.50
PF02459.11	22.40
PF03228.10	21.30
PF16579.1	27.10
PF01295.14	25.60
PF00709.17	19.90
PF12633.3	21.60
PF04439.8	20.70
PF16812.1	27.10
PF09085.6	25.20
PF04619.8	20.70
PF16747.1	27.30
PF03257.9	26.50
PF08240.8	21.00
PF16884.1	31.00
PF13823.2	25.00
PF00106.21	26.60
PF13561.2	27.00
PF00107.22	30.00
PF13602.2	27.00
PF11559.4	29.90
PF15202.2	29.70
PF06377.7	22.90
PF00406.18	26.80
PF05191.10	23.70
PF05221.13	25.30
PF00670.17	21.70
PF08132.7	47.00
PF02675.11	25.00
PF07757.9	20.20
PF01941.15	27.20
PF03496.10	23.40
PF04587.11	22.80
PF03747.10	26.40
PF10397.5	30.20
PF08509.7	20.10
PF16701.1	27.00
PF06355.9	21.10
PF17049.1	27.00
PF01117.16	24.30
PF05110.9	29.90
PF14591.2	22.60
PF15017.2	27.00
PF14556.2	152.20
PF05775.8	23.50
PF15339.2	29.40
PF03969.12	20.20
PF07792.8	25.50
PF08493.6	21.00
PF01314.14	20.10
PF02730.11	20.90
PF02420.11	37.70
PF03756.9	21.40
PF08731.7	21.60
PF11786.4	25.60
PF11787.4	25.90
PF11785.4	21.60
PF12249.4	28.30
PF12250.4	23.10
PF04671.8	47.50
PF05641.8	27.00
PF07468.7	27.50
PF05039.8	21.80
PF10427.5	23.90
PF04647.11	23.40
PF05931.7	22.70
PF04730.8	49.80
PF11440.4	30.40
PF06396.7	28.90
PF09229.7	22.50
PF14412.2	19.80
PF00578.17	21.30
PF13911.2	27.00
PF02682.12	20.40
PF02626.11	25.50
PF08327.7	22.00
PF09236.6	20.50
PF15334.2	240.30
PF01808.14	25.20
PF16168.1	27.00
PF14186.2	28.00
PF08910.6	25.80
PF14962.2	27.20
PF14721.2	26.10
PF04548.12	27.00
PF13772.2	27.00
PF06316.7	21.20
PF01987.13	20.80
PF17096.1	25.40
PF17050.1	27.20
PF16780.1	30.60
PF03915.9	28.20
PF10592.5	25.00
PF00731.16	29.70
PF00586.20	22.20
PF02769.18	20.70
PF15298.2	27.40
PF14469.2	21.70
PF15304.2	27.10
PF10469.5	26.20
PF10470.5	23.10
PF04988.8	25.60
PF05716.9	25.00
PF12443.4	26.40
PF00490.17	22.70
PF01262.17	23.00
PF05222.11	29.60
PF06610.9	32.00
PF00842.17	25.20
PF01168.16	21.20
PF09135.7	20.70
PF01918.17	22.50
PF04326.10	25.30
PF08027.7	22.80
PF16720.1	23.80
PF11606.4	35.20
PF00171.18	23.00
PF01081.15	23.20
PF00596.17	21.10
PF01263.16	21.10
PF00248.17	20.70
PF01315.18	20.60
PF02738.14	21.70
PF03752.9	26.00
PF15924.1	24.50
PF08660.7	21.00
PF05208.9	21.60
PF03155.11	25.30
PF11182.4	29.90
PF13372.2	25.20
PF05426.8	19.80
PF08787.7	30.00
PF16822.1	26.50
PF13949.2	30.80
PF06029.7	26.70
PF14864.2	27.00
PF14863.2	26.00
PF00245.16	20.40
PF03561.11	23.40
PF05953.8	34.90
PF06351.7	30.40
PF05549.7	22.10
PF04864.9	22.00
PF15309.2	27.10
PF11744.4	20.60
PF04030.10	20.30
PF06401.7	24.30
PF06400.7	29.70
PF00128.20	20.20
PF02806.14	21.20
PF02903.10	21.20
PF09071.6	22.00
PF07821.8	20.70
PF04168.8	20.60
PF14456.2	41.90
PF06964.8	28.50
PF09261.7	21.50
PF08829.6	21.00
PF02883.16	24.10
PF02296.12	24.30
PF01589.12	33.40
PF00943.15	20.10
PF01563.12	49.50
PF03229.9	21.00
PF02816.14	21.50
PF01120.13	25.20
PF02232.11	145.90
PF09608.6	24.60
PF15729.1	39.00
PF15299.2	30.20
PF10369.5	23.70
PF16541.1	27.60
PF11092.4	42.20
PF02430.11	22.40
PF07344.7	27.30
PF03913.9	66.90
PF12475.4	25.10
PF05111.8	30.70
PF02948.11	22.10
PF15757.1	27.70
PF12190.4	25.50
PF04709.8	20.20
PF01425.17	20.10
PF12123.4	28.80
PF01510.21	21.10
PF01520.14	21.10
PF05382.9	20.40
PF12671.3	21.80
PF02274.13	22.00
PF01979.16	21.60
PF04909.10	26.00
PF07969.7	29.70
PF12224.4	23.60
PF09663.6	84.50
PF11741.4	20.50
PF10706.5	21.00
PF10023.5	25.80
PF00155.17	19.70
PF00202.17	19.90
PF01063.15	28.60
PF00266.15	21.50
PF12897.3	20.30
PF01593.20	19.80
PF02293.11	26.50
PF01871.13	25.50
PF00909.17	19.30
PF14828.2	30.30
PF10423.5	20.90
PF02461.12	28.10
PF05145.8	27.10
PF04896.8	26.20
PF03782.13	25.30
PF00501.24	22.00
PF13193.2	21.20
PF14535.2	25.00
PF17113.1	50.00
PF16561.1	26.90
PF04739.11	24.40
PF05195.12	20.70
PF12859.3	25.30
PF03256.12	19.90
PF15243.2	30.50
PF08672.7	20.40
PF12895.3	26.90
PF12896.3	23.00
PF12894.3	21.10
PF12862.3	23.00
PF04049.9	23.60
PF12856.3	25.40
PF10471.5	24.60
PF01821.14	21.50
PF02166.12	23.50
PF06369.8	25.00
PF03139.11	29.60
PF09582.6	25.30
PF01094.24	25.40
PF12240.4	23.90
PF08174.7	21.50
PF16018.1	27.10
PF00023.26	21.10
PF07260.7	21.30
PF12796.3	27.10
PF13606.2	22.30
PF13637.2	22.70
PF13857.2	27.00
PF00191.16	20.90
PF04547.8	28.00
PF16178.1	28.80
PF10731.5	42.90
PF00212.14	21.60
PF03452.10	28.80
PF03374.10	24.80
PF08346.8	20.70
PF03861.10	20.60
PF07651.12	21.50
PF09156.6	108.40
PF03497.12	25.80
PF05587.9	25.50
PF04715.9	21.00
PF10796.5	22.50
PF15777.1	32.00
PF02522.10	25.10
PF08264.9	25.10
PF11410.4	21.40
PF11402.4	29.50
PF11641.4	180.60
PF16364.1	27.10
PF09255.6	28.50
PF08105.7	82.20
PF08106.7	28.00
PF08107.7	22.00
PF08108.7	34.60
PF08109.7	21.30
PF08110.8	23.10
PF08129.7	25.70
PF08130.7	27.60
PF08225.7	19.80
PF08256.7	20.90
PF14861.2	30.80
PF16047.1	29.60
PF16048.1	26.20
PF16049.1	26.00
PF16839.1	27.20
PF08018.7	21.20
PF08023.8	20.90
PF08025.7	88.20
PF08024.7	26.90
PF08026.7	25.20
PF08036.7	32.70
PF08102.7	25.00
PF08103.7	24.10
PF08104.7	59.50
PF03230.9	25.10
PF02822.10	21.30
PF03589.9	27.00
PF05586.7	32.70
PF15721.1	33.80
PF03098.11	25.10
PF01786.13	22.50
PF15001.2	25.20
PF15745.1	32.90
PF00847.16	20.60
PF14796.2	27.20
PF14807.2	28.10
PF11289.4	24.20
PF02558.12	22.20
PF08546.7	21.60
PF02424.11	20.00
PF05839.7	21.60
PF05841.7	25.60
PF14921.2	30.60
PF05972.7	19.60
PF05956.7	30.30
PF05923.8	19.90
PF16689.1	27.30
PF16634.1	27.70
PF16635.1	53.20
PF16636.1	30.90
PF16630.1	41.50
PF16633.1	41.40
PF16977.1	26.70
PF15360.2	85.50
PF04110.9	20.90
PF04108.8	25.00
PF04106.8	20.40
PF04111.8	32.70
PF04109.12	24.70
PF01636.19	23.20
PF06105.8	25.40
PF14557.2	27.00
PF04655.10	20.40
PF05918.7	23.70
PF00807.13	32.20
PF11671.4	25.00
PF05355.7	24.40
PF05778.8	28.40
PF05418.7	20.10
PF04711.9	24.30
PF12491.4	21.30
PF05240.10	24.90
PF08210.7	38.20
PF04691.8	28.80
PF15119.2	53.20
PF01333.15	29.70
PF16639.1	36.00
PF05461.7	23.50
PF01442.14	90.00
PF15148.2	31.60
PF07464.7	35.00
PF11032.4	20.70
PF09769.5	26.40
PF05634.7	33.10
PF10515.5	20.20
PF12924.3	27.60
PF12925.3	21.90
PF02177.12	25.50
PF12716.3	25.20
PF12139.4	34.20
PF01583.16	21.10
PF03440.10	28.90
PF10351.5	26.40
PF06079.7	21.60
PF01261.20	27.50
PF07582.8	20.80
PF16399.1	27.40
PF12489.4	22.30
PF09206.7	26.70
PF12625.3	26.00
PF02610.11	27.00
PF11762.4	25.00
PF04602.8	34.20
PF14896.2	26.10
PF02311.15	21.10
PF14525.2	27.00
PF06719.9	24.20
PF06081.7	21.00
PF11728.4	23.00
PF10334.5	24.70
PF10337.5	23.50
PF09692.6	26.60
PF09757.5	27.00
PF03869.10	20.40
PF12942.3	25.90
PF01951.12	26.00
PF01637.14	22.50
PF01917.12	29.60
PF04659.9	20.90
PF06819.7	21.30
PF06847.7	29.90
PF08394.6	20.80
PF03079.10	21.00
PF07275.7	24.90
PF07573.7	23.10
PF00798.14	26.80
PF00843.13	23.90
PF06317.7	34.10
PF00025.17	22.30
PF14949.2	29.60
PF06456.9	33.60
PF01412.14	28.00
PF00491.17	22.00
PF00764.15	21.00
PF01960.14	26.50
PF03308.12	23.10
PF15346.2	29.70
PF08699.6	20.90
PF16488.1	26.90
PF16487.1	27.30
PF16486.1	27.00
PF11581.4	30.50
PF01316.17	21.00
PF02863.14	25.20
PF03485.12	21.30
PF15441.2	76.10
PF01388.17	21.00
PF06770.7	21.50
PF15840.1	93.00
PF11527.4	23.30
PF15062.2	27.10
PF00514.19	20.60
PF10208.5	23.10
PF04826.9	20.40
PF16186.1	29.40
PF16629.1	29.60
PF07302.7	23.80
PF11723.4	20.60
PF15684.1	29.10
PF05856.8	28.70
PF12120.4	42.30
PF02752.18	26.30
PF00339.25	23.00
PF04959.9	30.00
PF02374.11	24.30
PF02040.11	22.20
PF03960.11	21.00
PF06953.7	20.70
PF03773.9	31.20
PF11449.4	30.90
PF09824.5	27.90
PF01129.14	22.20
PF01606.12	21.70
PF00951.14	25.50
PF02497.11	21.50
PF16749.1	60.20
PF01481.12	22.20
PF04161.9	21.70
PF01731.16	21.30
PF05935.7	24.20
PF14269.2	27.00
PF00858.20	23.20
PF04266.10	21.20
PF08688.6	37.00
PF08687.7	24.20
PF04729.9	21.90
PF01671.12	32.50
PF05568.7	23.60
PF05293.7	159.30
PF06556.7	25.60
PF15780.1	27.00
PF15323.2	27.00
PF09010.6	59.40
PF08328.7	35.20
PF14698.2	24.00
PF05170.10	29.80
PF13109.2	22.50
PF13502.2	21.30
PF03590.11	26.90
PF01037.17	24.90
PF00733.17	20.30
PF00026.19	19.90
PF06826.8	25.90
PF05279.7	21.00
PF16993.1	26.00
PF16929.1	28.50
PF03780.9	28.00
PF16996.1	25.90
PF17000.1	27.30
PF00710.16	22.70
PF01112.14	19.60
PF06089.8	28.00
PF14521.2	30.10
PF05118.11	20.10
PF02261.12	25.10
PF01177.18	27.70
PF14669.2	51.60
PF09668.6	20.60
PF13650.2	24.00
PF06392.7	21.20
PF07100.7	30.80
PF04958.8	29.80
PF01400.20	20.50
PF04996.8	23.40
PF04952.10	21.90
PF03115.10	25.30
PF12226.4	25.60
PF16580.1	28.90
PF13919.2	26.90
PF15321.2	34.90
PF14196.2	26.40
PF04377.11	26.60
PF04376.9	21.10
PF16788.1	40.40
PF10377.5	22.30
PF10033.5	25.20
PF10186.5	29.80
PF08614.7	32.70
PF12744.3	32.80
PF11700.4	24.10
PF09451.6	23.00
PF13329.2	21.70
PF09795.5	48.70
PF16420.1	29.40
PF02991.12	21.00
PF09333.7	29.20
PF03078.11	19.60
PF07737.7	21.60
PF03477.12	21.50
PF02222.18	20.50
PF08442.6	29.00
PF02655.10	23.20
PF13535.2	26.00
PF13549.2	27.60
PF00217.15	22.30
PF02807.11	25.70
PF01747.13	23.40
PF00231.15	22.50
PF05176.10	23.30
PF00895.16	22.90
PF00119.16	21.80
PF00006.21	20.40
PF00306.23	21.40
PF02874.19	20.90
PF16886.1	26.90
PF00430.14	25.90
PF00137.17	21.40
PF01813.13	26.20
PF00401.16	24.60
PF02823.12	20.30
PF05680.8	21.00
PF04627.9	24.20
PF08112.7	25.30
PF01990.13	23.60
PF05511.7	31.70
PF04718.11	25.60
PF03899.11	24.00
PF04911.8	24.30
PF05827.8	37.60
PF16594.1	26.80
PF06644.7	22.00
PF07542.7	21.00
PF12921.3	23.20
PF02038.12	19.90
PF12156.4	27.00
PF09527.6	26.70
PF14397.2	31.40
PF15632.2	184.90
PF14305.2	25.00
PF14398.2	100.80
PF12966.3	26.00
PF03029.13	20.20
PF03668.11	20.90
PF01171.16	20.50
PF12424.4	22.90
PF10775.5	25.20
PF14960.2	30.80
PF05493.9	25.00
PF09830.5	23.80
PF16829.1	162.30
PF05353.7	35.00
PF03154.11	26.80
PF15445.2	27.30
PF06232.7	20.90
PF11263.4	31.10
PF03769.11	29.60
PF03768.11	27.90
PF08037.7	28.80
PF11512.4	26.00
PF09759.5	28.90
PF12547.4	25.00
PF08098.7	25.60
PF02178.15	17.40
PF15187.2	27.30
PF11583.4	25.30
PF09041.6	21.30
PF03472.11	21.00
PF00765.13	20.10
PF03987.11	21.30
PF10381.5	20.20
PF03986.9	20.50
PF03797.15	23.00
PF12951.3	27.00
PF06677.8	23.20
PF15336.2	23.00
PF02041.12	20.40
PF05703.7	22.90
PF02519.10	21.00
PF05564.8	26.30
PF06507.9	21.10
PF02309.12	22.70
PF03708.10	34.40
PF01382.13	20.20
PF11599.4	26.50
PF03377.9	23.10
PF09794.5	21.30
PF05394.7	21.80
PF05655.7	61.80
PF11725.4	18.10
PF11529.4	19.70
PF09143.6	25.10
PF11592.4	25.20
PF09046.6	28.60
PF16847.1	27.00
PF05627.7	20.40
PF06536.7	27.20
PF05512.7	20.90
PF05448.8	19.70
PF08517.8	33.50
PF16646.1	31.00
PF08833.6	20.10
PF10211.5	25.80
PF03591.10	23.60
PF05437.8	22.90
PF16558.1	23.80
PF01356.15	25.00
PF02137.14	25.20
PF00962.18	20.10
PF08451.7	21.40
PF09713.6	25.50
PF02216.12	22.50
PF04182.8	20.90
PF02246.11	26.40
PF02310.15	28.20
PF02607.13	23.00
PF06522.7	21.50
PF11473.4	20.50
PF09066.6	22.60
PF02362.17	30.10
PF17057.1	108.70
PF03483.13	23.30
PF03484.11	24.70
PF01603.16	28.30
PF07162.7	21.30
PF07886.7	21.80
PF06989.8	27.50
PF08840.7	20.90
PF02673.14	27.30
PF05791.7	26.00
PF05968.7	21.50
PF07707.11	20.90
PF13004.3	25.00
PF10432.5	24.50
PF12173.4	20.60
PF01721.14	23.00
PF10439.5	27.00
PF09221.6	23.70
PF11758.4	25.90
PF14406.2	34.10
PF04519.9	22.30
PF08379.6	21.60
PF06143.7	22.80
PF04798.8	25.40
PF04631.8	28.70
PF06096.7	35.80
PF04786.8	44.80
PF05274.7	23.70
PF04639.8	21.10
PF04850.8	27.20
PF03258.10	29.10
PF04700.8	147.30
PF03273.9	21.00
PF04735.8	70.80
PF05290.7	33.30
PF07206.7	21.10
PF06385.8	21.70
PF03041.10	35.60
PF05847.7	28.30
PF04838.8	46.50
PF11792.4	20.50
PF06061.7	121.70
PF05314.7	33.70
PF05073.8	21.40
PF04766.8	19.20
PF05214.8	77.90
PF05112.8	97.70
PF04878.9	130.80
PF04583.8	19.50
PF08404.6	47.80
PF04513.8	38.00
PF04512.8	24.70
PF05311.7	28.20
PF05883.7	23.90
PF05789.7	34.40
PF04501.8	25.40
PF08475.6	22.70
PF04913.8	67.00
PF02043.13	26.20
PF00308.14	21.50
PF08299.7	20.60
PF00216.17	22.40
PF01311.16	28.30
PF01312.15	23.10
PF01313.15	25.20
PF05088.8	23.10
PF01152.17	20.50
PF00296.16	21.90
PF05592.7	35.60
PF08531.6	25.00
PF01036.14	21.90
PF09501.6	21.60
PF01103.19	20.70
PF01338.14	26.00
PF02397.12	20.40
PF02961.10	25.40
PF04684.9	207.40
PF09256.6	21.10
PF02179.12	23.60
PF08180.7	21.10
PF01426.14	22.50
PF06861.7	25.90
PF06211.8	19.50
PF02923.11	22.90
PF07565.9	23.20
PF01145.21	21.40
PF13421.2	21.50
PF16200.1	29.10
PF06639.7	25.70
PF05529.8	29.80
PF03114.14	25.30
PF01337.14	21.00
PF15462.2	35.50
PF00967.13	20.70
PF10455.5	22.80
PF16746.1	26.60
PF10456.5	24.90
PF16774.1	34.40
PF04865.10	20.50
PF01586.12	26.50
PF05466.8	32.60
PF15915.1	25.80
PF07001.7	25.00
PF07584.7	24.50
PF13584.2	30.10
PF06968.9	22.20
PF01027.16	29.50
PF12811.3	23.10
PF08031.8	20.60
PF14777.2	26.10
PF15272.2	22.90
PF15271.2	21.00
PF07642.7	26.20
PF10082.5	23.70
PF07585.7	26.20
PF14779.2	27.40
PF14782.2	25.00
PF14783.2	27.00
PF14781.2	28.30
PF06726.8	20.20
PF05700.7	21.40
PF12490.4	22.10
PF12399.4	21.00
PF02028.13	20.10
PF15461.2	30.30
PF10436.5	21.10
PF07284.7	29.40
PF02327.13	192.40
PF13862.2	20.70
PF00452.15	28.40
PF12201.4	28.70
PF15286.2	25.00
PF10514.5	32.90
PF11502.4	25.50
PF12304.4	23.40
PF15318.2	33.10
PF08945.6	27.50
PF04714.9	25.70
PF09257.6	27.40
PF07572.8	22.30
PF15808.1	27.10
PF09036.6	20.90
PF01869.16	27.70
PF08740.7	22.40
PF03170.9	20.30
PF05420.7	23.50
PF14439.2	39.20
PF14442.2	26.50
PF08072.7	34.30
PF16204.1	22.70
PF10684.5	27.40
PF06208.7	143.60
PF16520.1	32.70
PF06515.7	26.70
PF06595.7	45.00
PF06407.7	28.40
PF02138.14	24.50
PF10523.5	21.60
PF03594.9	20.30
PF07255.7	71.30
PF05744.7	123.50
PF05687.9	29.60
PF02944.16	20.80
PF01062.17	24.30
PF17035.1	27.00
PF03494.9	26.70
PF10996.4	20.40
PF00144.20	19.90
PF13354.2	21.40
PF16458.1	25.00
PF12125.4	25.20
PF10435.5	21.90
PF13363.2	30.60
PF13364.2	25.40
PF16523.1	27.30
PF01212.17	20.50
PF13229.2	21.60
PF17030.1	34.10
PF09826.5	22.40
PF14350.2	32.10
PF08667.6	21.60
PF00407.15	20.80
PF04538.8	34.00
PF02929.13	20.10
PF15285.2	26.90
PF02180.13	20.50
PF10403.5	20.60
PF10404.5	22.50
PF10405.5	20.60
PF14215.2	30.10
PF09730.5	26.40
PF06393.7	25.00
PF02369.12	30.40
PF02368.14	22.10
PF07523.8	21.20
PF12245.4	28.60
PF13750.2	27.00
PF13754.2	30.00
PF16640.1	32.10
PF07532.7	20.80
PF13205.2	27.80
PF04775.10	21.60
PF09166.6	21.20
PF06773.7	19.10
PF06859.8	21.00
PF03495.10	26.10
PF02084.11	21.90
PF08149.7	21.70
PF00351.17	22.20
PF15368.2	58.30
PF02785.15	20.80
PF00364.18	22.10
PF13533.2	23.00
PF03744.9	31.10
PF02632.10	23.70
PF06832.8	24.50
PF00653.17	22.90
PF04197.8	25.40
PF01766.13	21.30
PF01767.12	23.40
PF01768.12	25.30
PF03042.10	27.30
PF05858.8	19.90
PF03493.14	27.00
PF07467.7	22.60
PF16507.1	25.20
PF16547.1	28.90
PF16202.1	28.30
PF11642.4	20.70
PF15753.1	27.30
PF10046.5	29.80
PF12754.3	33.30
PF04940.8	25.20
PF06375.7	26.40
PF05289.7	29.30
PF00936.15	24.50
PF15185.2	28.60
PF04380.9	29.80
PF09132.6	24.70
PF02608.10	22.00
PF15282.2	28.10
PF12496.4	31.50
PF06553.8	35.70
PF02012.16	27.00
PF13088.2	28.00
PF13859.2	27.00
PF15892.1	27.30
PF15899.1	27.00
PF14873.2	25.80
PF04076.9	25.90
PF07441.7	26.10
PF08955.6	20.60
PF08977.6	25.40
PF01722.14	25.70
PF02044.13	18.80
PF05298.7	21.50
PF08096.7	26.50
PF04972.13	27.00
PF08145.8	27.00
PF15280.2	27.70
PF10512.5	19.50
PF14957.2	25.00
PF05714.7	26.60
PF06238.7	30.00
PF02414.11	23.10
PF02999.10	25.20
PF04160.8	96.40
PF05628.8	27.40
PF05262.7	26.80
PF03183.9	23.00
PF03978.9	22.80
PF12298.4	21.90
PF05588.7	21.10
PF00228.16	21.10
PF08146.8	20.50
PF00528.18	23.70
PF02653.12	24.10
PF06139.8	183.70
PF08000.7	21.60
PF03703.10	20.60
PF14470.2	23.00
PF06713.7	22.90
PF10882.4	22.30
PF10756.5	21.10
PF02237.13	20.50
PF03099.15	21.00
PF16917.1	27.00
PF09825.5	24.90
PF08947.6	19.10
PF17044.1	27.30
PF11564.4	112.60
PF15516.2	33.00
PF06753.8	20.90
PF02485.17	23.40
PF05525.9	22.40
PF07576.8	21.50
PF13882.2	23.80
PF09169.6	25.00
PF09103.6	25.00
PF09104.6	21.70
PF00634.14	20.30
PF00533.22	21.20
PF16589.1	27.30
PF12820.3	21.50
PF17105.1	27.90
PF06113.8	20.90
PF08647.7	25.10
PF07741.9	25.10
PF14965.2	32.90
PF04089.10	21.10
PF04427.14	28.20
